"Regio's";"Perioden";"m3";"m3";"m3";"m3";"m3";"m3";"%";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh"
"Utrechtse Heuvelrug";"2012*";"2050";"1100";"1550";"1850";"2400";"3300";"0.0";"3650";"2300";"3250";"3400";"4050";"4950"
"Vaals";"2010";"2150";"1550";"1950";"2200";"2550";"3550";"0.0";"3200";"2500";"3150";"3450";"3900";"4550"
"Vaals";"2011";"1650";"1100";"1500";"1700";"1950";"2700";"0.0";"3200";"2450";"3050";"3350";"3700";"4350"
"Vaals";"2012*";"1750";"1150";"1650";"1800";"2100";"2950";"0.0";"3100";"2450";"3000";"3300";"3700";"4300"
"Valkenburg aan de Geul";"2010";"2350";"1450";"2000";"2350";"2800";"3550";"0.0";"3600";"2350";"3450";"3650";"3950";"4550"
"Valkenburg aan de Geul";"2011";"1750";"1050";"1550";"1750";"2100";"2700";"0.0";"3400";"2200";"3300";"3550";"3850";"4450"
"Valkenburg aan de Geul";"2012*";"1950";"1100";"1650";"1900";"2300";"2950";"0.0";"3400";"2250";"3300";"3550";"3750";"4450"
"Valkenswaard";"2010";"2100";"1150";"1900";"2150";"2550";"3400";"0.0";"3600";"2350";"3500";"3700";"4100";"5250"
"Valkenswaard";"2011";"1600";"850";"1450";"1650";"1950";"2650";"0.0";"3600";"2350";"3450";"3650";"4100";"5150"
"Valkenswaard";"2012*";"1700";"950";"1500";"1750";"2100";"2850";"0.0";"3550";"2300";"3350";"3550";"4000";"5050"
"Veendam";"2010";"2350";"1350";"2100";"2400";"2500";"3100";"0.0";"3300";"2150";"3000";"3150";"3550";"4200"
"Veendam";"2011";"1850";"1100";"1650";"1850";"1950";"2450";"0.0";"3300";"2100";"2950";"3150";"3550";"4150"
"Veendam";"2012*";"2000";"1200";"1800";"2000";"2100";"2650";"0.0";"3250";"2150";"2950";"3100";"3500";"4050"
"Veenendaal";"2010";"1850";"1350";"1700";"2100";"2550";"3450";"0.0";"3500";"2550";"3700";"4000";"4250";"5200"
"Veenendaal";"2011";"1400";"1050";"1300";"1600";"1950";"2700";"0.0";"3450";"2550";"3650";"3950";"4150";"5100"
"Veenendaal";"2012*";"1500";"1000";"1400";"1700";"2050";"2900";"0.0";"3350";"2500";"3550";"3800";"4100";"5000"
"Veere";"2010";"2100";"1150";"1700";"1900";"1950";"2600";"0.0";"3250";"2200";"2900";"3050";"3350";"3700"
"Veere";"2011";"1650";"900";"1350";"1500";"1500";"2000";"0.0";"3250";"2200";"2850";"3050";"3350";"3650"
"Veere";"2012*";"1650";"950";"1400";"1600";"1600";"2100";"0.0";"3100";"2000";"2800";"2950";"3250";"3600"
"Veghel";"2010";"2100";"1150";"1750";"2000";"2450";"3000";"0.0";"3900";"2450";"3550";"3750";"4450";"5150"
"Veghel";"2011";"1600";"850";"1350";"1550";"1900";"2350";"0.0";"3900";"2400";"3550";"3750";"4400";"5100"
"Veghel";"2012*";"1700";"950";"1450";"1650";"2000";"2500";"0.0";"3800";"2350";"3500";"3700";"4350";"5050"
"Veldhoven";"2010";"2000";"1050";"1750";"2050";"2500";"3150";"0.0";"3750";"2350";"3550";"3850";"4400";"4950"
"Veldhoven";"2011";"1600";"800";"1400";"1650";"2000";"2500";"0.0";"3650";"2300";"3500";"3800";"4300";"4950"
"Veldhoven";"2012*";"1600";"900";"1400";"1650";"2050";"2550";"0.0";"3600";"2250";"3450";"3700";"4300";"4850"
"Velsen";"2010";"1800";"1300";"1700";"2150";"2900";"3550";"0.0";"3100";"2100";"3400";"3650";"4000";"4750"
"Velsen";"2011";"1400";"1050";"1350";"1700";"2300";"2850";"0.0";"3100";"2100";"3400";"3650";"4100";"4800"
"Velsen";"2012*";"1500";"1100";"1450";"1800";"2400";"3000";"0.0";"3050";"2050";"3300";"3550";"4000";"4650"
"Venlo";"2010";"2000";"1350";"1900";"2150";"2600";"3450";"0.0";"3400";"2150";"3450";"3600";"4100";"5100"
"Venlo";"2011";"1550";"1050";"1450";"1650";"2000";"2650";"0.0";"3300";"2100";"3400";"3550";"4050";"5100"
"Venlo";"2012*";"1700";"1150";"1550";"1750";"2150";"2900";"0.0";"3250";"2100";"3350";"3500";"4000";"5000"
"Venray";"2010";"2200";"1300";"1850";"2100";"2350";"3100";"0.0";"3900";"2300";"3550";"3750";"4200";"5200"
"Venray";"2011";"1700";"1000";"1450";"1600";"1850";"2450";"0.0";"3850";"2250";"3500";"3700";"4200";"5200"
"Venray";"2012*";"1800";"1000";"1550";"1750";"2000";"2650";"0.0";"3750";"2200";"3450";"3600";"4100";"5050"
"Vianen";"2010";"2000";"1350";"1850";"2050";"2500";"3200";"0.0";"3500";"2300";"3500";"3550";"4200";"4750"
"Vianen";"2011";"1550";"1000";"1450";"1600";"1950";"2500";"0.0";"3500";"2300";"3500";"3500";"4150";"4700"
"Vianen";"2012*";"1650";"1150";"1500";"1650";"2000";"2650";"0.0";"3450";"2300";"3400";"3450";"4100";"4700"
"Vlaardingen";"2010";"1600";"1400";"1750";"2200";"2800";"4000";"0.0";"2850";"2350";"3400";"3700";"4250";"4900"
"Vlaardingen";"2011";"1250";"1050";"1350";"1700";"2200";"3100";"0.0";"2800";"2300";"3350";"3650";"4200";"4800"
"Vlaardingen";"2012*";"1300";"1150";"1450";"1750";"2250";"3350";"0.0";"2750";"2300";"3300";"3550";"4100";"4800"
"Vlagtwedde";"2010";"2650";"1400";"2150";"2500";"2450";"3050";"0.0";"3600";"2350";"2850";"3000";"3400";"4100"
"Vlagtwedde";"2011";"2100";"1000";"1700";"2000";"1950";"2400";"0.0";"3600";"2250";"2800";"3000";"3450";"4100"
"Vlagtwedde";"2012*";"2250";"1250";"1850";"2150";"2100";"2600";"0.0";"3550";"2250";"2800";"3000";"3400";"4000"
"Vlieland";"2010";"2050";"1600";"1800";"1800";"2050";"2850";"0.0";"3200";"2400";"3000";"3150";"3400";"4150"
"Vlieland";"2011";"1600";"1200";"1350";"1450";"1600";"2200";"0.0";"3150";"2350";"2950";"3100";"3400";"4000"
"Vlieland";"2012*";"1650";"800";"1500";"1500";"1750";"2300";"0.0";"3050";"1700";"2850";"3050";"3400";"3900"
"Vlissingen";"2010";"1650";"1250";"1550";"1800";"2000";"2400";"0.0";"2850";"2100";"3000";"3050";"3450";"4050"
"Vlissingen";"2011";"1300";"1050";"1250";"1400";"1550";"1900";"0.0";"2800";"2050";"2950";"3050";"3450";"4100"
"Vlissingen";"2012*";"1350";"1100";"1300";"1500";"1650";"1950";"0.0";"2750";"2050";"2900";"2950";"3350";"3950"
"Vlist";"2010";"2200";"950";"1700";"2000";"2400";"3200";"0.0";"3550";"2100";"3150";"3250";"3900";"4700"
"Vlist";"2011";"1700";"750";"1350";"1550";"1900";"2550";"0.0";"3500";"2050";"3100";"3150";"3950";"4700"
"Vlist";"2012*";"1700";"850";"1400";"1650";"2000";"2650";"0.0";"3400";"2000";"3050";"3100";"3850";"4600"
"Voerendaal";"2010";"2550";"1450";"2050";"2300";"2600";"3450";"0.0";"3950";"2500";"3600";"3700";"3950";"4700"
"Voerendaal";"2011";"1950";"1150";"1550";"1750";"2000";"2650";"0.0";"3750";"2500";"3450";"3550";"3750";"4550"
"Voerendaal";"2012*";"2100";"1250";"1700";"1900";"2200";"2900";"0.0";"3650";"2650";"3400";"3450";"3700";"4450"
"Voorschoten";"2010";"1900";"1250";"1900";"2400";"3200";"3950";"0.0";"3300";"2250";"3500";"3750";"4300";"5350"
"Voorschoten";"2011";"1500";"950";"1500";"1900";"2500";"3000";"0.0";"3300";"2300";"3500";"3800";"4300";"5200"
"Voorschoten";"2012*";"1600";"1050";"1550";"1950";"2550";"3100";"0.0";"3200";"2300";"3400";"3700";"4250";"5200"
"Voorst";"2010";"2350";"1150";"1700";"1950";"2300";"3150";"0.0";"3850";"2150";"3000";"3250";"4100";"4750"
"Voorst";"2011";"1850";"900";"1350";"1500";"1800";"2500";"0.0";"3800";"2100";"3000";"3200";"4050";"4750"
"Voorst";"2012*";"1950";"900";"1400";"1600";"1950";"2650";"0.0";"3750";"2150";"2950";"3150";"3950";"4700"
"Vught";"2010";"2150";"1300";"1850";"2100";"2800";"3850";"0.0";"3600";"2400";"3400";"3600";"4250";"5250"
"Vught";"2011";"1700";"950";"1450";"1650";"2250";"3050";"0.0";"3500";"2250";"3300";"3550";"4200";"5150"
"Vught";"2012*";"1750";"950";"1500";"1750";"2350";"3250";"0.0";"3450";"2250";"3300";"3500";"4200";"5100"
"Waalre";"2010";"2550";"1200";"2050";"2250";"2800";"3950";"0.0";"3850";"2250";"3550";"3750";"4200";"5250"
"Waalre";"2011";"2100";"900";"1600";"1800";"2200";"3100";"0.0";"3950";"2250";"3550";"3750";"4150";"5300"
"Waalre";"2012*";"2000";"1000";"1650";"1850";"2300";"3300";"0.0";"3850";"2200";"3450";"3700";"4100";"5250"
"Waalwijk";"2010";"2000";"1250";"1700";"2000";"2450";"3100";"0.0";"3550";"2350";"3300";"3500";"4100";"4800"
"Waalwijk";"2011";"1550";"950";"1300";"1500";"1900";"2450";"0.0";"3500";"2350";"3250";"3450";"4050";"4800"
"Waalwijk";"2012*";"1700";"1000";"1400";"1650";"2050";"2650";"0.0";"3500";"2300";"3200";"3400";"4050";"4800"
"Waddinxveen";"2010";"1800";"1250";"1700";"2050";"2550";"3250";"0.0";"3350";"2400";"3500";"3750";"4150";"4600"
"Waddinxveen";"2011";"1400";"950";"1300";"1600";"2000";"2600";"0.0";"3350";"2400";"3450";"3700";"4150";"4700"
"Waddinxveen";"2012*";"1500";"1000";"1400";"1650";"2100";"2750";"0.0";"3300";"2400";"3400";"3650";"4050";"4700"
"Wageningen";"2010";"1750";"1300";"1450";"1850";"2400";"3700";"7.0";"2950";"2250";"3050";"3150";"3650";"4500"
"Wageningen";"2011";"1350";"1000";"1150";"1450";"1900";"2950";"6.0";"3000";"2250";"3050";"3200";"3650";"4550"
"Wageningen";"2012*";"1400";"1050";"1200";"1500";"2000";"3100";"5.0";"2950";"2300";"3000";"3100";"3550";"4400"
"Wassenaar";"2010";"2650";"1500";"2100";"2600";"4050";"5200";"0.0";"3600";"2250";"3400";"3650";"4800";"5750"
"Wassenaar";"2011";"2050";"1150";"1700";"2050";"3200";"4100";"0.0";"3600";"2300";"3400";"3650";"4850";"5750"
"Wassenaar";"2012*";"2200";"1200";"1750";"2150";"3400";"4400";"0.0";"3600";"2250";"3350";"3600";"4850";"5700"
"Waterland";"2010";"2200";"1300";"1900";"2300";"2400";"3050";"0.0";"3600";"2100";"3500";"3600";"3900";"4350"
"Waterland";"2011";"1750";"1000";"1450";"1800";"1900";"2450";"0.0";"3600";"2150";"3450";"3600";"3900";"4400"
"Waterland";"2012*";"1800";"1100";"1550";"1900";"2050";"2600";"0.0";"3450";"2100";"3400";"3500";"3800";"4400"
"Weert";"2010";"2250";"1300";"2000";"2250";"2650";"3350";"0.0";"3550";"2200";"3400";"3550";"4000";"4800"
"Weert";"2011";"1600";"900";"1450";"1650";"1950";"2450";"0.0";"3500";"2200";"3350";"3450";"3950";"4800"
"Weert";"2012*";"1750";"1000";"1550";"1800";"2100";"2650";"0.0";"3400";"2100";"3300";"3400";"3900";"4700"
"Weesp";"2010";"1600";"1350";"1650";"1950";"2400";"3300";"0.0";"2950";"2400";"3300";"3350";"3950";"4550"
"Weesp";"2011";"1250";"1050";"1300";"1550";"1900";"2600";"0.0";"2950";"2400";"3250";"3350";"3900";"4600"
"Weesp";"2012*";"1350";"1150";"1350";"1650";"2000";"2700";"0.0";"2850";"2400";"3200";"3300";"3900";"4400"
"Werkendam";"2010";"2200";"1200";"1750";"2050";"2350";"3000";"0.0";"3750";"2550";"3250";"3500";"3950";"4700"
"Werkendam";"2011";"1700";"1000";"1350";"1550";"1800";"2350";"0.0";"3700";"2550";"3250";"3450";"3900";"4700"
"Werkendam";"2012*";"1850";"1350";"1450";"1700";"2000";"2550";"0.0";"3650";"2550";"3200";"3450";"3900";"4600"
"West Maas en Waal";"2010";"2450";"1250";"1650";"1900";"2300";"3100";"0.0";"4100";"2400";"3100";"3300";"4150";"4850"
"West Maas en Waal";"2011";"1900";"950";"1300";"1450";"1850";"2400";"0.0";"4050";"2350";"3050";"3250";"4100";"4800"
"West Maas en Waal";"2012*";"1950";"1000";"1350";"1550";"1900";"2550";"0.0";"3950";"2250";"3000";"3200";"4000";"4700"
"Westerveld";"2010";"2650";"1300";"1800";"2100";"2250";"3100";"0.0";"3750";"2300";"2800";"2950";"3650";"4250"
"Westerveld";"2011";"2100";"1000";"1450";"1650";"1800";"2500";"0.0";"3700";"2250";"2750";"2900";"3600";"4200"
"Westerveld";"2012*";"2150";"1000";"1500";"1700";"1850";"2600";"0.0";"3600";"2200";"2700";"2850";"3600";"4100"
"Westervoort";"2010";"1150";"500";"900";"1200";"1500";"2500";"46.0";"3500";"2050";"3300";"3550";"4100";"4700"
"Westervoort";"2011";"900";"350";"700";"950";"1200";"1950";"42.0";"3500";"2050";"3300";"3550";"4100";"4650"
"Westervoort";"2012*";"950";"350";"750";"1000";"1250";"2100";"42.0";"3400";"2050";"3200";"3450";"4000";"4600"
"Westland";"2010";"1850";"1100";"1600";"1900";"2450";"3300";"0.0";"3600";"2150";"3600";"3800";"4600";"5100"
"Westland";"2011";"1450";"850";"1250";"1500";"1950";"2600";"0.0";"3600";"2150";"3600";"3750";"4600";"5150"
"Westland";"2012*";"1550";"900";"1350";"1600";"2100";"2750";"0.0";"3550";"2200";"3550";"3750";"4550";"5150"
"Weststellingwerf";"2010";"2350";"1350";"1850";"2150";"2200";"2850";"0.0";"3300";"1850";"2700";"2850";"3200";"3950"
"Weststellingwerf";"2011";"1900";"1100";"1500";"1700";"1750";"2250";"0.0";"3300";"1850";"2750";"2800";"3250";"3950"
"Weststellingwerf";"2012*";"2000";"1150";"1650";"1900";"1950";"2450";"0.0";"3200";"1800";"2650";"2750";"3200";"3900"
"Westvoorne";"2010";"2350";"1250";"1800";"2000";"2400";"3300";"0.0";"3950";"2150";"3500";"3550";"4100";"4950"
"Westvoorne";"2011";"1850";"950";"1400";"1600";"1950";"2600";"0.0";"3850";"2200";"3450";"3550";"4050";"4900"
"Westvoorne";"2012*";"1900";"950";"1450";"1650";"2000";"2700";"0.0";"3700";"2050";"3350";"3450";"3950";"4800"
"Wierden";"2010";"2550";"1400";"2000";"2200";"2550";"3300";"0.0";"4000";"2450";"3350";"3600";"4100";"4950"
"Wierden";"2011";"2000";"1000";"1550";"1750";"2050";"2600";"0.0";"3950";"2350";"3250";"3550";"4050";"4900"
"Wierden";"2012*";"2150";"1100";"1650";"1900";"2200";"2800";"0.0";"3900";"2400";"3300";"3550";"4000";"4850"
"Wijchen";"2010";"2000";"1050";"1600";"1950";"2350";"3100";"0.0";"3800";"2550";"3450";"3750";"4300";"5000"
"Wijchen";"2011";"1500";"850";"1200";"1450";"1800";"2400";"0.0";"3700";"2500";"3350";"3650";"4200";"4950"
"Wijchen";"2012*";"1600";"850";"1300";"1550";"1900";"2550";"0.0";"3600";"2450";"3300";"3600";"4100";"4800"
"Wijdemeren";"2010";"2400";"1200";"1900";"2350";"2750";"3750";"0.0";"3800";"2250";"3500";"3650";"4250";"5050"
"Wijdemeren";"2011";"1850";"950";"1500";"1850";"2150";"2950";"0.0";"3750";"2250";"3450";"3600";"4250";"5100"
"Wijdemeren";"2012*";"1950";"1050";"1600";"1900";"2300";"3150";"0.0";"3700";"2250";"3350";"3550";"4150";"5100"
"Wijk bij Duurstede";"2010";"2050";"1500";"1750";"2050";"2600";"3400";"0.0";"3850";"2650";"3750";"3900";"4300";"5200"
"Wijk bij Duurstede";"2011";"1550";"1100";"1350";"1600";"2000";"2600";"0.0";"3800";"2650";"3650";"3900";"4350";"5100"
"Wijk bij Duurstede";"2012*";"1600";"1100";"1450";"1650";"2150";"2800";"0.0";"3700";"2650";"3600";"3800";"4150";"5100"
"Winsum";"2010";"2350";"1400";"1950";"2200";"2200";"2850";"0.0";"3300";"2050";"2950";"3000";"3250";"3850"
"Winsum";"2011";"1850";"1150";"1550";"1700";"1750";"2250";"0.0";"3250";"2000";"2900";"2950";"3250";"3850"
"Winsum";"2012*";"2000";"1200";"1650";"1850";"1900";"2450";"0.0";"3250";"2050";"2900";"2950";"3200";"3750"
"Winterswijk";"2010";"2150";"1250";"1700";"2000";"2300";"3100";"0.0";"3550";"2350";"3150";"3250";"4050";"4650"
"Winterswijk";"2011";"1700";"950";"1300";"1550";"1850";"2450";"0.0";"3600";"2350";"3150";"3250";"4050";"4650"
"Winterswijk";"2012*";"1750";"1050";"1400";"1650";"1950";"2600";"0.0";"3500";"2350";"3050";"3200";"4000";"4500"
"Woensdrecht";"2010";"2250";"1150";"1750";"2000";"2350";"2950";"0.0";"3800";"2150";"3400";"3450";"3950";"4650"
"Woensdrecht";"2011";"1700";"850";"1300";"1500";"1800";"2300";"0.0";"3800";"2100";"3350";"3450";"3950";"4650"
"Woensdrecht";"2012*";"1900";"950";"1450";"1650";"1950";"2500";"0.0";"3800";"2150";"3350";"3400";"3950";"4600"
"Woerden";"2010";"1950";"1200";"1750";"2150";"2550";"3300";"0.0";"3450";"2200";"3450";"3700";"4200";"5100"
"Woerden";"2011";"1450";"850";"1300";"1600";"1900";"2550";"0.0";"3400";"2150";"3400";"3600";"4150";"5000"
"Woerden";"2012*";"1550";"950";"1400";"1700";"2100";"2750";"0.0";"3350";"2150";"3350";"3600";"4150";"5000"
"De Wolden";"2010";"2650";"1450";"2000";"2150";"2400";"3150";"0.0";"3900";"2400";"2850";"3100";"3850";"4450"
"De Wolden";"2011";"2100";"1150";"1550";"1650";"1900";"2450";"0.0";"3900";"2400";"2850";"3100";"3900";"4450"
"De Wolden";"2012*";"2200";"1200";"1650";"1750";"2000";"2650";"0.0";"3850";"2400";"2800";"3000";"3850";"4350"
"Wormerland";"2010";"1950";"1300";"1700";"1950";"2300";"2950";"0.0";"3400";"2050";"3450";"3600";"3850";"4600"
"Wormerland";"2011";"1500";"950";"1350";"1550";"1800";"2350";"0.0";"3400";"2050";"3400";"3500";"3750";"4500"
"Wormerland";"2012*";"1600";"1100";"1450";"1650";"1900";"2450";"0.0";"3250";"2050";"3350";"3400";"3700";"4450"
"Woudenberg";"2010";"2200";"1100";"1850";"2200";"2550";"3350";"0.0";"3800";"2250";"3450";"3650";"4300";"5150"
"Woudenberg";"2011";"1750";"900";"1450";"1700";"2050";"2650";"0.0";"3750";"2300";"3400";"3650";"4250";"5150"
"Woudenberg";"2012*";"1750";"900";"1500";"1750";"2150";"2750";"0.0";"3600";"2250";"3300";"3550";"4150";"5100"
"Woudrichem";"2010";"2250";"1100";"1750";"2050";"2300";"3000";"0.0";"3800";"2400";"3250";"3550";"3950";"4800"
"Woudrichem";"2011";"1800";"900";"1400";"1650";"1800";"2400";"0.0";"3800";"2450";"3250";"3500";"3950";"4850"
"Woudrichem";"2012*";"1950";"1000";"1550";"1800";"2000";"2600";"0.0";"3750";"2500";"3200";"3450";"3950";"4750"
"Zaanstad";"2010";"1750";"1350";"1650";"2000";"2250";"2950";"0.0";"3100";"2150";"3300";"3500";"3600";"4150"
"Zaanstad";"2011";"1350";"1050";"1250";"1550";"1750";"2300";"0.0";"3050";"2150";"3300";"3450";"3600";"4100"
"Zaanstad";"2012*";"1450";"1150";"1350";"1650";"1850";"2450";"0.0";"2950";"2100";"3200";"3350";"3500";"4050"
"Zaltbommel";"2010";"2200";"1200";"1700";"1950";"2300";"3000";"0.0";"3850";"2550";"3300";"3400";"4050";"4750"
"Zaltbommel";"2011";"1700";"950";"1350";"1500";"1750";"2350";"0.0";"3800";"2550";"3250";"3400";"4050";"4800"
"Zaltbommel";"2012*";"1800";"1000";"1450";"1600";"1900";"2500";"0.0";"3750";"2500";"3200";"3350";"4000";"4700"
"Zandvoort";"2010";"1900";"1150";"1950";"2250";"3300";"4450";"5.0";"3100";"2350";"3350";"3800";"4200";"5200"
"Zandvoort";"2011";"1450";"850";"1450";"1750";"2500";"3450";"5.0";"3150";"2350";"3400";"3850";"4250";"5250"
"Zandvoort";"2012*";"1500";"1000";"1450";"1750";"2650";"3700";"5.0";"3050";"2250";"3250";"3700";"4150";"5300"
"Zederik";"2010";"2200";"1150";"1700";"1900";"2350";"3000";"0.0";"3800";"2050";"3300";"3400";"3950";"4600"
"Zederik";"2011";"1750";"900";"1350";"1500";"1850";"2350";"0.0";"3700";"2050";"3250";"3350";"3950";"4500"
"Zederik";"2012*";"1750";"950";"1400";"1550";"1950";"2500";"0.0";"3550";"2100";"3150";"3300";"3850";"4450"
"Zeevang";"2010";"2550";"1350";"1850";"2200";"2600";"3250";"0.0";"4100";"2250";"3600";"3750";"4000";"4850"
"Zeevang";"2011";"2000";"1000";"1450";"1750";"2050";"2550";"0.0";"4000";"2250";"3550";"3650";"3950";"4750"
"Zeevang";"2012*";"2050";"1100";"1550";"1850";"2150";"2700";"0.0";"3950";"2400";"3500";"3600";"3850";"4600"
"Zeewolde";"2010";"1550";"1000";"1350";"1550";"1800";"2600";"8.0";"3850";"2400";"3650";"3900";"4850";"5400"
"Zeewolde";"2011";"1200";"700";"1050";"1200";"1400";"2000";"10.0";"3800";"2350";"3600";"3800";"4700";"5250"
"Zeewolde";"2012*";"1200";"800";"1100";"1250";"1450";"2100";"12.0";"3700";"2300";"3500";"3700";"4600";"5150"
"Zeist";"2010";"2150";"1350";"1950";"2350";"3200";"4600";"0.0";"3350";"2400";"3350";"3650";"4500";"5600"
"Zeist";"2011";"1700";"1100";"1550";"1850";"2550";"3650";"0.0";"3350";"2400";"3300";"3600";"4450";"5550"
"Zeist";"2012*";"1800";"1150";"1600";"1900";"2650";"3850";"0.0";"3300";"2400";"3250";"3450";"4400";"5500"
"Zevenaar";"2010";"1950";"1100";"1600";"1900";"2250";"3000";"0.0";"3500";"2600";"3150";"3350";"3950";"4750"
"Zevenaar";"2011";"1550";"850";"1300";"1550";"1850";"2450";"0.0";"3500";"2550";"3200";"3350";"4000";"4750"
"Zevenaar";"2012*";"1550";"950";"1300";"1550";"1900";"2400";"0.0";"3400";"2450";"3100";"3300";"3850";"4550"
"Zijpe";"2010";"2250";"1300";"1850";"2050";"2300";"2750";"0.0";"3650";"2600";"3250";"3350";"3900";"4300"
"Zijpe";"2011";"1800";"1100";"1450";"1600";"1850";"2200";"0.0";"3700";"2700";"3250";"3400";"4000";"4250"
"Zijpe";"2012*";"1900";"1150";"1550";"1700";"1950";"2350";"0.0";"3600";"2650";"3150";"3250";"3850";"4200"
"Zoetermeer";"2010";"1450";"1150";"1500";"1850";"2250";"2750";"5.0";"3400";"2550";"3850";"4000";"4700";"5100"
"Zoetermeer";"2011";"1100";"900";"1150";"1450";"1750";"2150";"5.0";"3350";"2500";"3750";"3950";"4700";"5100"
"Zoetermeer";"2012*";"1200";"950";"1200";"1500";"1850";"2250";"5.0";"3250";"2500";"3650";"3800";"4600";"5050"
"Zoeterwoude";"2010";"1900";"1050";"1700";"2100";"2400";"3000";"0.0";"3650";"2450";"3650";"3800";"4000";"4550"
"Zoeterwoude";"2011";"1450";"800";"1350";"1600";"1800";"2250";"0.0";"3600";"2450";"3650";"3700";"4000";"4400"
"Zoeterwoude";"2012*";"1550";"900";"1400";"1700";"1950";"2450";"0.0";"3550";"2500";"3550";"3700";"3900";"4500"
"Zuidhorn";"2010";"2450";"1400";"2000";"2200";"2250";"3000";"0.0";"3450";"2200";"2900";"2950";"3450";"3950"
"Zuidhorn";"2011";"1900";"1050";"1550";"1700";"1800";"2350";"0.0";"3400";"2200";"2850";"2900";"3400";"4000"
"Zuidhorn";"2012*";"2100";"1400";"1700";"1850";"1900";"2600";"0.0";"3350";"2250";"2850";"2850";"3350";"3900"
"Zuidplas";"2010";"1900";"1250";"1700";"2000";"2400";"3200";"0.0";"3800";"2600";"3700";"3900";"4500";"5200"
"Zuidplas";"2011";"1450";"950";"1300";"1550";"1850";"2550";"0.0";"3700";"2550";"3650";"3850";"4450";"5150"
"Zuidplas";"2012*";"1500";"1000";"1350";"1650";"1950";"2700";"0.0";"3600";"2500";"3550";"3750";"4350";"5050"
"Zundert";"2010";"2400";"1100";"1900";"2000";"2450";"3100";"0.0";"3950";"2050";"3550";"3450";"3850";"4850"
"Zundert";"2011";"1800";"850";"1450";"1500";"1850";"2350";"0.0";"3950";"2050";"3550";"3400";"3900";"4800"
"Zundert";"2012*";"2000";"900";"1600";"1650";"2000";"2550";"0.0";"3900";"2100";"3500";"3400";"3850";"4700"
"Zutphen";"2010";"1850";"1450";"1750";"2000";"2300";"3150";"0.0";"3050";"2150";"3100";"3150";"3900";"4400"
"Zutphen";"2011";"1450";"1100";"1400";"1600";"1800";"2500";"0.0";"3050";"2150";"3100";"3200";"3900";"4400"
"Zutphen";"2012*";"1550";"1150";"1450";"1650";"1900";"2650";"0.0";"3000";"2150";"3050";"3100";"3800";"4300"
"Zwartewaterland";"2010";"2150";"1250";"1850";"2150";"2300";"3000";"0.0";"3550";"2500";"3250";"3350";"4100";"4550"
"Zwartewaterland";"2011";"1700";"1000";"1450";"1650";"1800";"2350";"0.0";"3550";"2350";"3200";"3350";"4050";"4550"
"Zwartewaterland";"2012*";"1800";"1100";"1550";"1750";"1950";"2450";"0.0";"3500";"2250";"3150";"3300";"4000";"4400"
"Zwijndrecht";"2010";"1750";"1300";"1800";"2100";"2600";"3500";"0.0";"3200";"2350";"3500";"3650";"4350";"5000"
"Zwijndrecht";"2011";"1350";"950";"1400";"1650";"2000";"2650";"0.0";"3150";"2250";"3450";"3600";"4300";"4850"
"Zwijndrecht";"2012*";"1450";"1100";"1450";"1750";"2150";"2950";"0.0";"3100";"2250";"3350";"3550";"4200";"4950"
"Zwolle";"2010";"1750";"1250";"1700";"2000";"2450";"3150";"0.0";"3050";"2200";"3200";"3400";"3950";"4750"
"Zwolle";"2011";"1350";"950";"1350";"1550";"1900";"2450";"0.0";"3050";"2200";"3150";"3400";"3950";"4750"
"Zwolle";"2012*";"1500";"1100";"1450";"1700";"2100";"2650";"0.0";"3000";"2200";"3150";"3400";"3850";"4750"
"© Centraal Bureau voor de Statistiek, Den Haag/Heerlen 8-11-2014"
